"1009616","SOURCE","4",,,,,,,,,"N","N",,2/28/2006 0:00:00,12/14/2005 23:03:40
"1009616","SOURCE","5",,,,,,,,,"N","N",,2/28/2006 0:00:00,12/14/2005 23:03:40
"1009616","SOURCE","6",,,,,,,,,"N","N",,2/28/2006 0:00:00,12/14/2005 23:03:40
"1009616","SOURCE","7",,,,,,,,,"N","N",,2/28/2006 0:00:00,12/14/2005 23:03:40
"1009616","SOURCE","8",,,,,,,,,"N","N",,2/28/2006 0:00:00,12/14/2005 23:03:40
"1009616","SOURCE","9",,,,,,,,,"N","N",,2/28/2006 0:00:00,12/14/2005 23:03:40
"1009614","AGENCY","11","GENERAL ASSEMBLY - CONSTITUTION","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","12","EXECUTIVE DEPARTMENT","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","13","OFFICE OF THE LIEUTENANT GOVERNOR - CONSTITUTION","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","14","MILITIA OF THE STATE","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","15","RHODE ISLAND STATE POLICE","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","17","E-911 UNIFORM EMERGENCY TELEPHONE SYSTEM DIVISION","1",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","18","RHODE ISLAND GOVERNOR'S JUSTICE COMMISSION","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","19","MUNICIPAL POLICE TRAINING SCHOOL","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","20","DIVISION OF FIRE SAFETY","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","21","FIRE SAFETY CODE BOARD OF APPEAL & REVIEW","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","22","GOVERNOR'S COMMISSION ON DISABILITIES","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","23","RHODE ISLAND COMMISSION OF THE DEAF & HARD OF HEARING","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","24","RHODE ISLAND COMMISSION ON WOMEN","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","25","STATE COUNCIL ON DEVELOPMENTAL DISABILITIES","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","26","RHODE ISLAND COUNCIL ON THE ARTS","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","27","HISTORICAL PRESERVATION AND HERITAGE COMMISSION","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","41","BOARDS FOR DESIGN PROFESSIONALS - PL","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","42","BOARD OF ELECTIONS","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","43","RHODE ISLAND ETHICS COMMISSION","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","44","PUBLIC UTILITIES COMMISSION","0",,,,,,,"N","N",,,12/14/2005 23:13:18
"1009614","AGENCY","45","OFFICE OF THE CHILD ADVOCATE","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","46","RHODE ISLAND COMMISSION FOR HUMAN RIGHTS","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","47","OFFICE OF THE MENTAL HEALTH ADVOCATE","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009617","NAT_ACCT","207004","Deferred Revenue-Federal Grants-Uncollectible In One Year","000",,,,,,,"N","Y",,,3/10/2009 8:51:29
"1009614","AGENCY","48","COMMISSION ON JUDICIAL TENURE & DISCIPLINE","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","49","OFFICE OF PUBLIC DEFENDER","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","50","COASTAL RESOURCES MANAGEMENT COUNCIL","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","51","WATER RESOURCES BOARD","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","52","RHODE ISLAND ATOMIC ENERGY COMMISSION","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","53","PUBLIC TELECOMMUNICATIONS AUTHORITY","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","54","RHODE ISLAND HIGHER EDUCATION ASSISTANCE AUTHORITY","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","65","DEPARTMENT OF STATE","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","66","DEPARTMENT OF ATTORNEY GENERAL","0",,,,,,,"N","N",,,12/14/2005 23:13:19
"1009614","AGENCY","67","TREASURY DEPARTMENT","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","68","DEPARTMENT OF ADMINISTRATION","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","69","DEPARTMENT OF HUMAN SERVICES","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","70","DEPARTMENT OF TRANSPORTATION","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","71","DEPARTMENT OF BUSINESS REGULATION","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","72","DEPARTMENT OF ELEMENTARY AND SECONDARY EDUCATION","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","73","DEPARTMENT OF LABOR AND TRAINING","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","74","DEPARTMENT OF ENVIRONMENTAL MANAGEMENT","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","75","DEPARTMENT OF HEALTH","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","76","DEPARTMENT OF MENTAL HEALTH, RETARDATION AND HOSPITALS","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","77","DEPARTMENT OF CORRECTIONS","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","78","DEPARTMENT OF ELDERLY AFFAIRS","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","79","DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","85","BOARD OF GOVERNORS FOR HIGHER EDUCATION","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","86","UNIVERSITY OF RHODE ISLAND","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","87","RHODE ISLAND COLLEGE","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","88","COMMUNITY COLLEGE OF RHODE ISLAND","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","90","RHODE ISLAND STATE LOTTERY","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","91","RHODE ISLAND INDUSTRIAL-RECREATIONAL BUILDING AUTHORITY","0",,,,,,,"N","N",,,12/14/2005 23:16:53
"1009614","AGENCY","92","RHODE ISLAND UNDERGROUND STORAGE TANK FINANCIAL RESPONSIBILITY FUND REVIEW BOARD","0",,,,,,,"N","N",,,12/14/2005 23:16:54
"1009614","AGENCY","99","JUDICIAL DEPARTMENT - CONSTITUTION","0",,,,,,,"N","N",,,12/14/2005 23:16:54
"1009614","AGENCY","00","Fund Level","1",,,,,,,"N","N",,,12/14/2005 23:16:54
"1009616","SOURCE","0",,,,,,,,,"N","N",,2/28/2006 0:00:00,12/15/2005 13:08:22
"1009615","LINE_SEQ","0000000","Fund Level","000.000","000.000.0000","00.000","99",,,,"N","Y",,,12/15/2005 13:09:30
"1009617","NAT_ACCT","310000","Fund Balance","000",,,,,,,"N","Y",,,12/15/2005 13:14:42
"1009617","NAT_ACCT","320010","Reserve For Encumbrance","000",,,,,,,"N","Y",,,12/15/2005 13:14:42
"1009615","LINE_SEQ","1150103","Stripper Well Oil Overcharge Int Earning","068.012","068.012.1205","00.000","70",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1150104","Diamond Shamrock Overcharge Int Earnings","068.012","068.012.1205","00.000","70",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1150105","Coline Gas And National Helium Overcharge","068.012","068.012.1205","00.000","70",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1150106","Ne Reg Industrial Tech Collaborative","000.000","000.000.0000","00.000","70",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1150107","Renewable System","000.000","000.000.0000","00.000","70",,,,"N","N",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155101","Capital Projects And Property Management","068.021","068.021.2101","00.000","00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155102","Capital Projects","068.021","068.021.2101","00.000","00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155103","Property Management","068.021","068.021.2102","00.000","00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155104","Management State Building Code","068.021","068.021.2103","00.000","00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155105","Commission State Building Contractors'","068.021","068.021.2103","00.000","00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155988","AMUSEMENT RIDE/INSP FEE",,,,"20",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155989","LOCAL BUILDING PERMIT LEVY (ADA FEE)",,,,"20",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155990","BUILDING PERMITS-COMMERCIAL PROPERTIES",,,,"20",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155992","SALE OF BUILDING CODE PUBLICATIONS",,,,"20",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155993","BUILDING CONTRACTOR PENALTIES",,,,"20",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155994","BUILDING PERMITS-STATE PROPERTIES",,,,"20",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155995","BUILDING CONTRACTORS FEES",,,,"20",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155996","RENTAL OF STATE HOUSE",,,,"40",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1155997","DOA PARKING GARAGE FEES",,,,"20",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1160101","Legal Services","068.019","068.019.1901","00.000","00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1165101","STATEWIDE PLANNING","068.024","068.024.2401",,"00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1165102","Local Government Assistance","068.024","068.024.2402","00.000","00",,,,"N","N",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1165103","Housing And Community Develpoment","068.024","068.024.2403","00.000","00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166102","Fta-Metro Planning Grant","068.024","068.024.2401","20.505","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166103","Eda Sec 302 Plan Grant","068.024","068.024.2401","11.302","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166104","Community Development Block Grant Admin","068.024","068.024.2403","14.228","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166105","Emergency Shelter Grants","068.024","068.024.2403","14.231","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166106","Housing Preservation","068.024","068.024.2403","10.433","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166107","CDBG-FY2004","068.024","068.024.2403","14.228","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166108","CDBG-FY2005","068.024","068.024.2403","14.228","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166109","CDBG-FY2001","068.024","068.024.2403","14.228","50",,,,"N","N",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166110","CDBG-FY2002","068.024","068.024.2403","14.228","50",,,,"N","N",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166111","CDBG-FY2003","068.024","068.024.2403","14.228","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1166112","CDBG-FY2000","068.024","068.024.2403","14.228","50",,,,"N","N",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1170101","FHWA Pl-Systems Planning","068.024","068.024.2401","00.000","99",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1170998","FHWA PL-SYSTEMS PLANNING",,,,"00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1175101","FHWA T2-Systems Plan","068.013","068.013.1303","00.000","99",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1175998","FHWA T2 - SYSTEMS PLAN",,,,"00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1176102","OIL OVERCHARGE EXXON INTEREST EARNINGS","068.020","068.020.2001",,"70",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1177101","FACILITIES MANAGEMENT","068.020","068.020.2001",,"00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1177102","Energy Office Grants","068.020","068.020.2002","00.000","00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1177103","State Energy Office","068.020","068.020.2002","00.000","00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1177993","ENERGY OFFICE-PROVIDENCE GAS GRANT",,,,"60",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1177996","ENERGY OFFICE-NARRAGANSETT ELECTRIC GRANT",,,,"60",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1178101","Renewable Energy Systems Programs","068.020","068.020.2002","00.000","00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1178997","RENEWABLE ENERGY PROGRAM",,,,"60",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1179101","State Energy Plan","068.020","068.020.2002","81.041","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1179102","Heating Oil Survey Grant","068.020","068.020.2002","00.000","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1179103","Emergency Fuel Assistance Program","068.020","068.020.2002","93.568","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1179104","State Energy Office/Reach","068.020","068.020.2002","93.568","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1179105","Weatherization Assistance Program","068.020","068.020.2001","81.042","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1179106","Home Weatherization Asst-Training Year A","068.020","068.020.2001","81.042","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1179108","Stripper Well Oil Overcharge","068.020","068.020.2002","00.000","50",,,,"N","N",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1179109","Home Weatherization Assistance-Program Supp","068.020","068.020.2002","93.568","50",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1180101","Air Quality Modeling","068.024","068.024.2401","00.000","99",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1185101","Chief Information Officer","068.013","068.013.1301","00.000","00",,,,"N","N",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1185102","LIBRARY SERVICES & RESOURCE SHARING","068.013","068.013.1302",,"00",,,,"N","Y",,,12/20/2005 13:21:45
"1009615","LINE_SEQ","1185103","SYSTEMS PLANNING","068.013","068.013.1303",,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1185104","Central Mail Services","068.013","068.013.1304","00.000","00",,,,"N","N",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1185105","Gates Foundation Grant","068.013","068.013.1302","00.000","00",,,,"N","N",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1185106","Technology Initiatives","068.013","068.013.1301","00.000","00",,,,"N","N",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1185107","Data Sharing - Enhanced Tax Collections","068.013","068.013.1301","00.000","00",,,,"N","N",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1185998","GATES FOUNDATION GRANT",,,,"60",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1186101","EXECUTIVE DIRECTOR-CIO","068.022","068.022.2201",,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1186102","TECHNOLOGY INITIATIVES","068.022","068.022.2202",,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1186104","CENTRAL MAIL SERVICES","068.022","068.022.2203",,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1186105","Data Sharing-Enhanced Tax Collections","068.022","068.022.2203","00.000","00",,,,"N","N",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1187101","Homeland Security Funding","068.022","068.022.2202","97.004","50",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1205101","Library Services/Technology","068.013","068.013.1302","45.301","50",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1205102","Fed-Library Construction Lsca","068.013","068.013.1302","45.301","50",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1205103","Umta Tech Studies Sec 8 Grant","068.013","068.013.1303","20.505","50",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1205104","E D A Section 302 Plan Grant","068.013","068.013.1303","11.302","50",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1205106","FEMA System Planning","068.013","068.013.1303","97.073","50",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1205107","Plannng/Epa Watershed Grant","068.013","068.013.1303","66.439","50",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1205108","FY05 Supplemental","068.013","068.013.1301","16.007","50",,,,"N","N",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1210101","Regional Library For Blind & Handicapped","068.013","068.013.1302","00.000","70",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1210102","Summer Reading Program","000.000","000.000.0000","00.000","70",,,,"N","N",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1210103","RI Urban & Community Forest Council","068.013","068.013.1302","00.000","70",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1215998","BOND CAPITAL",,,,"99",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1216101","LIBRARY AND INFORMATION SERVICES","068.023","068.023.2301",,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1217101","Library Services Technology","068.023","068.023.2301","45.301","50",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1217106","Added For Interface","000.000","000.000.0000","00.000","00",,,,"N","N",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1217994","ADDED FOR INTERFACE",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1217995","ADDED FOR INTERFACE",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1217996","ADDED FOR ITNERFACE",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1217997","ADDED FOR INTERFACE",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1217998","ADDED FOR INTERFACE",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1220101","RICAP - A-Building Stabilization","068.014","068.014.1402","00.000","00",,,,"N","N",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1229101","RICAP-State House Renovations(Phase I)","068.014","068.014.1402","00.000","99",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1229998","STATE HOUSE RENOVATIONS (PHASE 1)",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1230101","RICAP State House Skylights","068.014","068.014.1402","00.000","99",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1230998","RICAP STATE HOUSE SKYLIGHTS AND ROOF REPAIRS",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1235101","RICAP STATE HSE-TERR WALLS/SOUTH STAIRS","068.014","068.014.1402",,"99",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1235998","RICAP STATE HOUSE TERRACE/SOUTH STAIRS",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1237101","RICAP-Pastore Center Sewer Improv","068.014","068.014.1402",,"99",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1239101","RICAP-Elderly Affairs One Stop Elder Center","068.014","068.014.1402","00.000","99",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1240101","RICAP CHAPIN HEALTH LABORATORY","068.014","068.014.1402",,"99",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1240998","RICAP CHAPIN HEALTH LABORATORY",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1245101","RICAP CRANSTON STREET ARMORY","068.014","068.014.1402",,"99",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1245998","RICAP CRANSTON STREET ARMORY",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1250101","RICAP CANNON BUILDING","068.014","068.014.1402",,"99",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1250998","RICAP CANNON BUILDING",,,,"00",,,,"N","Y",,,12/20/2005 13:21:46
"1009615","LINE_SEQ","1251101","RICAP House & Senate Chambers Renovation","068.014","068.014.1402","00.000","00",,,,"N","Y",,,12/20/2005 13:21:46
